EntryID,SignFrequency(M),SignType,SelectedFingers,Flexion,MajorLocation,Movement
long_line,4.593,SymmetricalOrAlternating,imrp,1,Neutral,Straight
order_1,4.6,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
announce,4.6,SymmetricalOrAlternating,i,1,Head,Straight
owe,4.6,AsymmetricalDifferentHandshape,i,1,Hand,BackAndForth
train,4.6,AsymmetricalSameHandshape,im,3,Hand,BackAndForth
adult,4.6,SymmetricalOrAlternating,imrp,3,Head,Circular
imagine,4.6,SymmetricalOrAlternating,p,1,Head,Circular
teach,4.609,SymmetricalOrAlternating,imrp,5,Head,BackAndForth
continue,4.615,SymmetricalOrAlternating,thumb,1,Neutral,BackAndForth
wedding,4.615,SymmetricalOrAlternating,imrp,3,Neutral,Curved
blue,4.63,OneHanded,imrp,1,Neutral,None
copy,4.63,AsymmetricalDifferentHandshape,imrp,3,Hand,Straight
stupid_2,4.633,OneHanded,i,4,Head,None
ball,4.633,SymmetricalOrAlternating,imrp,5,Neutral,BackAndForth
eraser,4.633,AsymmetricalDifferentHandshape,imrp,7,Hand,BackAndForth
sun,4.633,OneHanded,imrp,4,Head,Circular
travel,4.64,OneHanded,im,2,Neutral,BackAndForth
stubborn,4.64,OneHanded,imrp,1,Head,None
slow,4.64,AsymmetricalSameHandshape,imrp,1,Hand,Straight
own,4.64,SymmetricalOrAlternating,imrp,1,Body,Curved
english,4.645,AsymmetricalSameHandshape,imrp,5,Hand,BackAndForth
frenchfries,4.645,OneHanded,i,6,Neutral,Curved
candy_2,4.654,OneHanded,im,1,Head,None
weigh,4.654,AsymmetricalDifferentHandshape,im,1,Hand,BackAndForth
frustrate,4.667,OneHanded,imrp,1,Head,BackAndForth
sandals,4.667,AsymmetricalDifferentHandshape,i,2,Hand,BackAndForth
look_appearance,4.68,OneHanded,i,1,Head,Circular
fall_1,4.68,AsymmetricalDifferentHandshape,imrp,1,Arm,BackAndForth
offend,4.692,OneHanded,i,1,Neutral,Curved
gay,4.692,OneHanded,i,4,Head,BackAndForth
equal,4.7,SymmetricalOrAlternating,imrp,4,Neutral,BackAndForth
student,4.704,AsymmetricalDifferentHandshape,imrp,3,Hand,Straight
salad,4.704,SymmetricalOrAlternating,imrp,5,Neutral,Circular
lucky,4.704,OneHanded,m,5,Head,Straight
hearing_aid,4.708,OneHanded,i,2,Head,BackAndForth
machine,4.72,SymmetricalOrAlternating,imrp,2,Neutral,BackAndForth
health,4.72,SymmetricalOrAlternating,imrp,5,Body,Straight
class,4.72,SymmetricalOrAlternating,imrp,5,Neutral,None
key,4.72,AsymmetricalDifferentHandshape,i,2,Hand,None
dress,4.72,SymmetricalOrAlternating,imrp,1,Body,Curved
lamp,4.731,SymmetricalOrAlternating,imrp,3,Neutral,None
ignore,4.731,OneHanded,imrp,1,Head,Curved
back,4.731,OneHanded,imrp,7,Body,Straight
lecture,4.733,OneHanded,imrp,1,Neutral,BackAndForth
day,4.733,AsymmetricalDifferentHandshape,i,1,Neutral,Curved
bank,4.741,OneHanded,imrp,1,Neutral,None
enough,4.741,AsymmetricalDifferentHandshape,imrp,1,Hand,Straight
test,4.741,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
draw,4.741,AsymmetricalDifferentHandshape,p,1,Hand,BackAndForth
cereal,4.741,OneHanded,i,1,Head,Straight
hope,4.741,Other,i,1,Head,None
icecream,4.741,OneHanded,imrp,7,Head,Circular
evaluate,4.76,SymmetricalOrAlternating,imrp,2,Neutral,BackAndForth
beer,4.76,OneHanded,imrp,1,Head,BackAndForth
trouble,4.76,SymmetricalOrAlternating,imrp,1,Head,Circular
art,4.767,AsymmetricalDifferentHandshape,p,1,Hand,BackAndForth
lock,4.778,AsymmetricalSameHandshape,imrp,7,Hand,Circular
history,4.778,OneHanded,im,1,Neutral,BackAndForth
amazing,4.778,OneHanded,imrp,5,Head,BackAndForth
minute,4.792,AsymmetricalDifferentHandshape,i,1,Hand,None
possible,4.792,SymmetricalOrAlternating,imrp,7,Neutral,BackAndForth
never,4.8,OneHanded,imrp,1,Neutral,BackAndForth
camera,4.8,AsymmetricalDifferentHandshape,i,1,Neutral,None
experience,4.8,OneHanded,imrp,1,Head,BackAndForth
potato,4.8,AsymmetricalDifferentHandshape,im,2,Hand,BackAndForth
fault,4.8,OneHanded,imrp,4,Body,Curved
north,4.8,OneHanded,im,4,Neutral,Straight
congratulations,4.8,SymmetricalOrAlternating,imrp,5,Neutral,BackAndForth
airplane,4.808,OneHanded,ip,1,Neutral,BackAndForth
impact,4.815,AsymmetricalDifferentHandshape,imrp,7,Hand,BackAndForth
mail,4.815,AsymmetricalDifferentHandshape,thumb,1,Head,Straight
guess_2,4.815,OneHanded,imrp,5,Head,Curved
honest,4.833,AsymmetricalDifferentHandshape,im,1,Hand,Straight
come,4.833,OneHanded,imrp,1,Neutral,Curved
box,4.833,SymmetricalOrAlternating,imrp,1,Neutral,Other
promise,4.839,AsymmetricalDifferentHandshape,i,1,Head,None
things,4.84,OneHanded,imrp,1,Neutral,BackAndForth
grow,4.84,AsymmetricalDifferentHandshape,imrp,6,Hand,Straight
person,4.84,SymmetricalOrAlternating,im,Stacked,Neutral,Straight
tall_1,4.84,AsymmetricalDifferentHandshape,i,1,Hand,Straight
body,4.84,SymmetricalOrAlternating,imrp,1,Body,Straight
remote_control,4.84,OneHanded,thumb,1,Neutral,None
counselor,4.84,AsymmetricalDifferentHandshape,imrp,6,Hand,BackAndForth
science,4.852,SymmetricalOrAlternating,thumb,1,Neutral,Circular
list,4.852,AsymmetricalDifferentHandshape,imrp,3,Hand,Other
right_2,4.862,OneHanded,im,Crossed,Neutral,Straight
wish,4.867,OneHanded,imrp,5,Body,Straight
trash,4.871,AsymmetricalDifferentHandshape,i,1,Arm,Curved
last,4.875,AsymmetricalSameHandshape,p,1,Hand,Straight
son,4.88,OneHanded,imrp,1,Head,None
mirror,4.88,OneHanded,imrp,1,Head,None
grass,4.88,OneHanded,imrp,2,Head,BackAndForth
relax,4.885,SymmetricalOrAlternating,imrp,1,Body,BackAndForth
off_the_point,4.889,AsymmetricalDifferentHandshape,i,1,Hand,Straight
patient_3,4.889,OneHanded,thumb,1,Head,Straight
from,4.889,AsymmetricalDifferentHandshape,i,2,Hand,Curved
address,4.889,SymmetricalOrAlternating,thumb,1,Body,Curved
guess_1,4.897,OneHanded,imrp,5,Head,Curved
medicine,4.9,AsymmetricalDifferentHandshape,m,3,Hand,BackAndForth
future,4.9,OneHanded,imrp,1,Neutral,Curved
exercise,4.9,SymmetricalOrAlternating,imrp,7,Body,BackAndForth
appear,4.9,AsymmetricalDifferentHandshape,i,1,Hand,Straight
lie,4.917,OneHanded,imrp,1,Head,Straight
print,4.92,AsymmetricalDifferentHandshape,i,1,Hand,BackAndForth
purple,4.92,OneHanded,im,Stacked,Neutral,None
vacation,4.92,SymmetricalOrAlternating,thumb,3,Body,BackAndForth
interest,4.92,SymmetricalOrAlternating,m,3,Body,Straight
flower,4.92,OneHanded,imrp,4,Head,Curved
bath,4.92,SymmetricalOrAlternating,thumb,1,Body,BackAndForth
puzzled,4.92,OneHanded,i,1,Head,None
salt,4.92,AsymmetricalSameHandshape,im,3,Hand,None
brown,4.923,OneHanded,imrp,1,Head,Straight
insurance,4.926,OneHanded,p,1,Neutral,BackAndForth
tomato,4.926,AsymmetricalDifferentHandshape,i,1,Head,None
vegetable,4.931,OneHanded,im,1,Head,None
bowl,4.933,SymmetricalOrAlternating,imrp,5,Neutral,Curved
summer,4.958,OneHanded,i,1,Head,BackAndForth
relationship,4.96,AsymmetricalSameHandshape,i,6,Hand,BackAndForth
scarcely,4.96,SymmetricalOrAlternating,m,3,Head,Circular
win,4.96,AsymmetricalSameHandshape,imrp,5,Hand,Curved
cookie,4.96,Other,imrp,5,Hand,None
emotion,4.96,SymmetricalOrAlternating,imrp,2,Body,Circular
angry,4.96,SymmetricalOrAlternating,imrp,2,Body,Curved
borrow,4.96,SymmetricalOrAlternating,im,Stacked,Neutral,Curved
young,4.962,SymmetricalOrAlternating,imrp,3,Body,Circular
orange,4.962,OneHanded,imrp,5,Head,None
decide_2,4.962,SymmetricalOrAlternating,i,1,Neutral,None
dumb,4.963,OneHanded,imrp,7,Head,Straight
library,4.963,OneHanded,i,1,Neutral,Circular
confident,4.963,SymmetricalOrAlternating,imrp,1,Neutral,Straight
requirement,4.966,Other,i,2,Hand,Straight
eyes,4.967,OneHanded,i,1,Head,Curved
call,4.967,OneHanded,p,1,Head,Curved
small,5.0,SymmetricalOrAlternating,imrp,5,Neutral,BackAndForth
strange,5.0,OneHanded,imrp,5,Head,Curved
baby,5.0,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
well,5.0,SymmetricalOrAlternating,imrp,1,Neutral,Curved
move,5.0,SymmetricalOrAlternating,imrp,6,Neutral,Curved
tall_2,5.0,OneHanded,imrp,4,Head,Curved
expensive,5.0,AsymmetricalDifferentHandshape,imrp,4,Hand,Other
bacon,5.0,SymmetricalOrAlternating,im,3,Neutral,Straight
check,5.0,AsymmetricalDifferentHandshape,i,1,Hand,Other
mean_2,5.0,Other,im,1,Hand,None
husband,5.0,AsymmetricalSameHandshape,imrp,5,Head,None
with,5.033,SymmetricalOrAlternating,imrp,7,Neutral,Straight
appointment,5.033,AsymmetricalSameHandshape,imrp,5,Hand,Circular
problem_1,5.033,SymmetricalOrAlternating,im,2,Neutral,None
high_school,5.033,OneHanded,im,1,Neutral,None
agreement,5.033,Other,i,1,Head,None
fast,5.034,SymmetricalOrAlternating,i,1,Neutral,Straight
old,5.038,OneHanded,imrp,6,Head,Straight
select,5.038,OneHanded,i,5,Neutral,Straight
basketball,5.04,SymmetricalOrAlternating,imrp,5,Neutral,None
thursday,5.042,OneHanded,thumb,Crossed,Neutral,None
butter,5.065,AsymmetricalDifferentHandshape,im,3,Hand,BackAndForth
shop_1,5.067,AsymmetricalDifferentHandshape,imrp,4,Hand,BackAndForth
late,5.067,OneHanded,imrp,1,Neutral,None
red,5.069,OneHanded,i,1,Head,None
for,5.08,OneHanded,i,1,Head,Curved
look_at,5.08,OneHanded,im,4,Head,Straight
star,5.083,SymmetricalOrAlternating,i,1,Neutral,BackAndForth
cat,5.097,OneHanded,i,6,Head,BackAndForth
soap,5.097,AsymmetricalDifferentHandshape,imrp,1,Hand,BackAndForth
idea,5.111,OneHanded,p,1,Head,Straight
since,5.115,SymmetricalOrAlternating,i,3,Body,Curved
socks,5.12,SymmetricalOrAlternating,i,1,Neutral,BackAndForth
5_dollars,5.12,OneHanded,imrp,1,Neutral,None
bake_2,5.12,AsymmetricalSameHandshape,imrp,1,Neutral,Straight
serious,5.125,OneHanded,i,1,Head,None
stress,5.125,Other,imrp,1,Hand,BackAndForth
tree,5.143,OneHanded,imrp,1,Neutral,None
break,5.148,SymmetricalOrAlternating,imrp,7,Neutral,Curved
battery,5.148,SymmetricalOrAlternating,i,2,Neutral,BackAndForth
myself,5.154,OneHanded,thumb,3,Body,BackAndForth
wife,5.154,AsymmetricalSameHandshape,imrp,5,Head,Straight
bird,5.161,OneHanded,i,3,Head,None
business,5.185,AsymmetricalSameHandshape,imrp,1,Hand,BackAndForth
bicycle,5.185,SymmetricalOrAlternating,imrp,7,Neutral,Circular
birthday,5.185,OneHanded,m,3,Head,Curved
disagreement,5.2,Other,i,1,Head,None
cute_1,5.2,OneHanded,im,1,Head,None
run,5.2,Other,i,2,Hand,Straight
caption,5.2,SymmetricalOrAlternating,i,6,Neutral,BackAndForth
happen,5.208,SymmetricalOrAlternating,i,1,Neutral,Circular
and,5.208,OneHanded,imrp,3,Neutral,Straight
smart,5.222,OneHanded,m,3,Head,Straight
finally,5.222,SymmetricalOrAlternating,i,1,Head,Circular
sign_language,5.222,SymmetricalOrAlternating,i,1,Neutral,Circular
boss,5.24,OneHanded,imrp,5,Body,BackAndForth
sad,5.24,SymmetricalOrAlternating,imrp,1,Head,Straight
ask,5.24,OneHanded,i,1,Neutral,Curved
bread,5.259,AsymmetricalDifferentHandshape,imrp,2,Hand,BackAndForth
laugh,5.267,SymmetricalOrAlternating,i,1,Head,None
toothbrush,5.269,OneHanded,i,4,Head,BackAndForth
find,5.28,OneHanded,i,6,Neutral,Straight
onion,5.28,OneHanded,i,2,Head,None
two,5.286,OneHanded,im,1,Neutral,None
street,5.29,SymmetricalOrAlternating,imrp,1,Neutral,Straight
email,5.292,AsymmetricalDifferentHandshape,i,1,Neutral,BackAndForth
let_know,5.296,OneHanded,imrp,6,Head,Straight
calendar,5.296,AsymmetricalSameHandshape,imrp,1,Hand,Other
fruit,5.3,OneHanded,i,6,Head,None
thirsty,5.3,OneHanded,i,3,Body,Curved
all,5.3,AsymmetricalSameHandshape,imrp,1,Hand,Circular
quiet,5.3,SymmetricalOrAlternating,imrp,1,Head,Curved
create,5.308,SymmetricalOrAlternating,imrp,7,Neutral,None
math,5.32,SymmetricalOrAlternating,imrp,3,Neutral,BackAndForth
starbucks,5.32,SymmetricalOrAlternating,mr,6,Neutral,BackAndForth
world,5.32,AsymmetricalSameHandshape,imr,1,Neutral,Circular
sick,5.32,SymmetricalOrAlternating,m,3,Head,None
much,5.32,SymmetricalOrAlternating,imrp,5,Neutral,Curved
careful,5.32,SymmetricalOrAlternating,im,Stacked,Neutral,BackAndForth
fingerspell,5.32,OneHanded,imrp,3,Neutral,Straight
office,5.333,SymmetricalOrAlternating,imrp,6,Neutral,Other
later,5.333,OneHanded,imrp,1,Neutral,Straight
wine,5.333,OneHanded,p,6,Head,Circular
four,5.333,OneHanded,imrp,1,Neutral,None
talk,5.333,OneHanded,imrp,1,Head,BackAndForth
arrive,5.333,AsymmetricalSameHandshape,imrp,1,Hand,Circular
show,5.333,AsymmetricalDifferentHandshape,i,1,Hand,Straight
university,5.333,AsymmetricalDifferentHandshape,im,1,Hand,Curved
hour,5.333,AsymmetricalDifferentHandshape,i,1,Hand,Circular
use,5.346,AsymmetricalSameHandshape,im,1,Hand,Circular
warn,5.36,AsymmetricalSameHandshape,imrp,1,Hand,BackAndForth
wonder,5.36,OneHanded,i,1,Head,Circular
building,5.36,SymmetricalOrAlternating,im,1,Neutral,BackAndForth
believe,5.37,OneHanded,i,1,Head,None
football,5.37,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
movie,5.37,AsymmetricalSameHandshape,imrp,1,Hand,None
rest,5.375,SymmetricalOrAlternating,imrp,1,Body,None
sister,5.385,AsymmetricalDifferentHandshape,i,1,Head,Straight
house,5.385,SymmetricalOrAlternating,imrp,4,Neutral,Curved
language,5.387,SymmetricalOrAlternating,i,1,Neutral,BackAndForth
need,5.4,OneHanded,i,2,Neutral,BackAndForth
animal,5.4,SymmetricalOrAlternating,imrp,4,Body,BackAndForth
sure,5.4,OneHanded,i,1,Head,Straight
stairs,5.4,OneHanded,im,2,Neutral,Straight
fingerspelling,5.4,OneHanded,imrp,3,Neutral,BackAndForth
silly,5.4,OneHanded,p,1,Head,BackAndForth
age,5.4,OneHanded,imrp,5,Head,Straight
movies,5.4,AsymmetricalSameHandshape,imrp,1,Hand,None
green,5.4,OneHanded,i,3,Neutral,None
lazy,5.407,OneHanded,i,1,Body,BackAndForth
pride,5.419,OneHanded,thumb,3,Body,Straight
many,5.423,SymmetricalOrAlternating,imrp,7,Neutral,BackAndForth
meet,5.423,SymmetricalOrAlternating,i,1,Neutral,Straight
not_care,5.423,OneHanded,imrp,4,Head,Curved
reason,5.433,OneHanded,im,Crossed,Head,Circular
text,5.435,SymmetricalOrAlternating,thumb,1,Neutral,BackAndForth
homework,5.44,OneHanded,imrp,6,Head,Curved
doubt,5.44,OneHanded,im,1,Head,None
year,5.44,SymmetricalOrAlternating,imrp,7,Neutral,Circular
live_2,5.44,SymmetricalOrAlternating,thumb,1,Body,Straight
egg,5.44,SymmetricalOrAlternating,im,1,Neutral,BackAndForth
hair,5.444,OneHanded,i,4,Head,BackAndForth
bag,5.452,OneHanded,imrp,7,Neutral,BackAndForth
contact,5.462,SymmetricalOrAlternating,m,3,Neutral,BackAndForth
true,5.462,OneHanded,i,1,Head,Straight
children,5.467,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
about_1,5.48,AsymmetricalSameHandshape,i,1,Hand,Circular
delicious,5.48,OneHanded,m,3,Head,Straight
headache,5.48,SymmetricalOrAlternating,i,4,Head,BackAndForth
favorite,5.48,OneHanded,m,3,Head,BackAndForth
brother,5.48,Other,thumb,1,Head,None
window,5.48,AsymmetricalSameHandshape,imrp,1,Hand,BackAndForth
telephone,5.481,OneHanded,p,1,Head,BackAndForth
that,5.5,OneHanded,p,1,Neutral,Straight
bad,5.5,OneHanded,imrp,1,Head,Straight
chat,5.5,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
other,5.5,OneHanded,thumb,1,Neutral,Curved
not_yet,5.519,OneHanded,imrp,1,Neutral,None
look_for,5.52,OneHanded,imrp,5,Head,Circular
color,5.533,OneHanded,imrp,1,Head,None
pretty,5.533,OneHanded,imrp,1,Head,None
dirty,5.533,OneHanded,imrp,1,Head,None
problem_2,5.542,SymmetricalOrAlternating,im,2,Neutral,BackAndForth
tease,5.556,AsymmetricalSameHandshape,i,2,Hand,BackAndForth
how,5.556,SymmetricalOrAlternating,imrp,5,Neutral,Circular
patient_2,5.56,OneHanded,thumb,1,Head,Straight
chocolate,5.56,AsymmetricalDifferentHandshape,imrp,5,Hand,Circular
wednesday,5.56,OneHanded,imr,1,Neutral,Circular
wash_machine,5.567,SymmetricalOrAlternating,imrp,5,Neutral,None
make,5.567,SymmetricalOrAlternating,imrp,7,Neutral,None
buy,5.577,AsymmetricalDifferentHandshape,imrp,4,Hand,Curved
write,5.593,AsymmetricalDifferentHandshape,i,2,Hand,BackAndForth
shower,5.593,OneHanded,imrp,6,Head,None
new,5.6,AsymmetricalSameHandshape,imrp,5,Hand,Curved
when,5.6,AsymmetricalSameHandshape,i,1,Hand,Circular
sit,5.615,AsymmetricalDifferentHandshape,im,5,Hand,Straight
meeting,5.621,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
some,5.625,AsymmetricalSameHandshape,imrp,1,Hand,Straight
easy,5.63,AsymmetricalSameHandshape,imrp,1,Hand,BackAndForth
cheese,5.63,AsymmetricalSameHandshape,imrp,1,Hand,None
sorry,5.633,OneHanded,thumb,1,Body,Circular
but,5.654,SymmetricalOrAlternating,i,1,Neutral,Straight
feel,5.655,OneHanded,m,3,Body,Circular
wrong_2,5.667,OneHanded,p,1,Head,None
monday,5.69,OneHanded,imr,4,Neutral,Circular
enjoy,5.692,SymmetricalOrAlternating,imrp,1,Body,Circular
numbers,5.7,SymmetricalOrAlternating,imrp,4,Neutral,None
happy,5.7,SymmetricalOrAlternating,imrp,1,Body,Circular
remember,5.7,AsymmetricalSameHandshape,thumb,1,Head,Straight
yeah,5.704,OneHanded,p,1,Neutral,BackAndForth
here,5.704,SymmetricalOrAlternating,imrp,1,Neutral,Circular
stop,5.704,AsymmetricalSameHandshape,imrp,1,Hand,BackAndForth
chair,5.714,AsymmetricalSameHandshape,im,1,Hand,BackAndForth
apple,5.72,OneHanded,i,2,Head,None
responsibility,5.72,SymmetricalOrAlternating,imrp,3,Body,BackAndForth
kid,5.733,OneHanded,ip,1,Head,None
cup,5.742,AsymmetricalDifferentHandshape,imrp,5,Hand,BackAndForth
room,5.742,SymmetricalOrAlternating,imrp,1,Neutral,Other
man,5.75,OneHanded,thumb,1,Head,Straight
start,5.76,AsymmetricalDifferentHandshape,i,1,Hand,BackAndForth
get,5.76,SymmetricalOrAlternating,imrp,5,Neutral,Straight
rain,5.76,SymmetricalOrAlternating,imrp,2,Neutral,BackAndForth
communication,5.76,SymmetricalOrAlternating,imrp,5,Head,BackAndForth
hungry,5.767,OneHanded,imrp,5,Body,Straight
first,5.767,OneHanded,i,1,Neutral,None
know,5.767,OneHanded,imrp,1,Head,BackAndForth
college,5.783,AsymmetricalSameHandshape,imrp,1,Hand,Circular
laptop,5.793,AsymmetricalSameHandshape,imrp,1,Hand,BackAndForth
hard,5.793,SymmetricalOrAlternating,im,2,Neutral,Straight
bored,5.8,OneHanded,i,1,Head,Straight
really,5.8,OneHanded,i,1,Head,Straight
videophone,5.8,SymmetricalOrAlternating,imrp,3,Neutral,None
which,5.8,SymmetricalOrAlternating,thumb,1,Neutral,BackAndForth
finish,5.8,SymmetricalOrAlternating,imrp,1,Neutral,None
now,5.8,SymmetricalOrAlternating,p,1,Neutral,Straight
attention,5.8,SymmetricalOrAlternating,imrp,1,Head,BackAndForth
game,5.833,SymmetricalOrAlternating,thumb,1,Neutral,BackAndForth
dont_mind,5.84,OneHanded,i,1,Head,Curved
same_1,5.84,OneHanded,p,1,Neutral,BackAndForth
important,5.84,SymmetricalOrAlternating,i,6,Neutral,Circular
kiss,5.846,OneHanded,imrp,4,Head,BackAndForth
full,5.852,AsymmetricalDifferentHandshape,imrp,1,Hand,Straight
hearing,5.857,OneHanded,i,1,Head,Circular
what_for,5.867,OneHanded,i,1,Head,None
think,5.867,OneHanded,i,3,Head,None
wait,5.88,SymmetricalOrAlternating,imrp,1,Neutral,None
yesterday,5.889,OneHanded,thumb,1,Head,Curved
saturday,5.889,OneHanded,imrp,7,Neutral,Circular
restaurant,5.889,OneHanded,im,Crossed,Head,Other
cold,5.9,SymmetricalOrAlternating,imrp,7,Body,BackAndForth
want,5.9,SymmetricalOrAlternating,imrp,1,Neutral,Straight
schedule,5.92,AsymmetricalSameHandshape,imrp,1,Hand,Other
black,5.92,OneHanded,i,1,Head,Straight
name,5.926,AsymmetricalSameHandshape,im,1,Hand,BackAndForth
tell,5.933,OneHanded,i,1,Head,Curved
woman,5.933,OneHanded,imrp,1,Head,Straight
there,5.963,OneHanded,i,1,Neutral,Straight
toilet,5.963,OneHanded,thumb,Crossed,Neutral,BackAndForth
play,5.967,SymmetricalOrAlternating,p,1,Neutral,None
explanation,5.967,SymmetricalOrAlternating,i,6,Neutral,BackAndForth
family,5.967,SymmetricalOrAlternating,i,6,Neutral,Curved
table,6.0,SymmetricalOrAlternating,imrp,1,Arm,BackAndForth
can,6.0,SymmetricalOrAlternating,imrp,7,Neutral,Straight
people,6.0,SymmetricalOrAlternating,im,Stacked,Neutral,Circular
right_1,6.0,SymmetricalOrAlternating,i,1,Hand,Straight
night,6.032,AsymmetricalSameHandshape,imrp,3,Hand,BackAndForth
go,6.033,SymmetricalOrAlternating,i,1,Neutral,Curved
money,6.033,AsymmetricalDifferentHandshape,imrp,4,Hand,BackAndForth
kitchen,6.038,AsymmetricalDifferentHandshape,im,Stacked,Hand,Curved
maybe,6.04,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
week,6.04,AsymmetricalDifferentHandshape,i,1,Hand,Straight
TV,6.067,OneHanded,thumb,Crossed,Neutral,None
teacher,6.074,SymmetricalOrAlternating,imrp,5,Neutral,Straight
shoes,6.074,SymmetricalOrAlternating,imrp,7,Neutral,BackAndForth
cook,6.077,AsymmetricalDifferentHandshape,imrp,1,Hand,BackAndForth
wrong_1,6.08,OneHanded,p,1,Head,BackAndForth
gas,6.08,AsymmetricalDifferentHandshape,thumb,1,Hand,BackAndForth
three,6.08,OneHanded,im,1,Body,Curved
month,6.097,AsymmetricalSameHandshape,i,1,Hand,Straight
fine_1,6.1,OneHanded,thumb,1,Body,BackAndForth
understand,6.1,OneHanded,i,2,Head,None
morning,6.1,AsymmetricalSameHandshape,imrp,1,Neutral,Straight
walk,6.111,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
bed,6.12,OneHanded,imrp,1,Head,None
have,6.125,SymmetricalOrAlternating,imrp,4,Body,Straight
interpreter,6.148,SymmetricalOrAlternating,i,6,Neutral,None
help,6.148,AsymmetricalDifferentHandshape,imrp,7,Hand,BackAndForth
boy,6.16,OneHanded,imrp,3,Head,None
please,6.16,OneHanded,imrp,1,Body,Circular
internet,6.167,SymmetricalOrAlternating,m,3,Neutral,None
fine_2,6.185,OneHanded,thumb,1,Body,BackAndForth
learn,6.2,AsymmetricalDifferentHandshape,imrp,3,Hand,Straight
shop_2,6.231,AsymmetricalDifferentHandshape,imrp,4,Hand,BackAndForth
milk,6.233,OneHanded,imrp,7,Neutral,None
who,6.233,OneHanded,i,1,Head,None
where,6.24,OneHanded,i,1,Neutral,None
dog,6.258,OneHanded,im,Stacked,Neutral,None
picture,6.259,AsymmetricalDifferentHandshape,imrp,5,Head,Curved
why,6.269,OneHanded,imr,1,Head,Straight
my,6.31,OneHanded,imrp,1,Body,Straight
door,6.32,AsymmetricalSameHandshape,imrp,1,Hand,BackAndForth
nothing,6.32,SymmetricalOrAlternating,imrp,6,Neutral,BackAndForth
friday,6.32,OneHanded,i,6,Neutral,Circular
see,6.333,OneHanded,im,1,Head,Straight
drink,6.348,OneHanded,imrp,5,Head,Straight
father,6.36,OneHanded,imrp,1,Head,BackAndForth
time,6.375,AsymmetricalDifferentHandshape,i,2,Hand,BackAndForth
coffee,6.387,AsymmetricalSameHandshape,imrp,7,Hand,Circular
read,6.387,AsymmetricalDifferentHandshape,im,1,Hand,BackAndForth
school,6.4,AsymmetricalSameHandshape,imrp,1,Hand,BackAndForth
what_1,6.407,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
no,6.433,OneHanded,im,3,Neutral,None
good,6.44,OneHanded,imrp,1,Head,Straight
more,6.458,SymmetricalOrAlternating,imrp,6,Neutral,BackAndForth
friend,6.462,SymmetricalOrAlternating,i,5,Neutral,Circular
home,6.48,OneHanded,imrp,6,Head,Curved
paper,6.484,AsymmetricalSameHandshape,imrp,1,Hand,Circular
hello,6.519,OneHanded,imrp,1,Head,Straight
tired,6.538,SymmetricalOrAlternating,imrp,5,Body,Curved
bathroom,6.556,OneHanded,thumb,Crossed,Neutral,BackAndForth
car,6.556,SymmetricalOrAlternating,imrp,7,Neutral,BackAndForth
evening,6.556,AsymmetricalSameHandshape,imrp,3,Hand,BackAndForth
parents,6.56,OneHanded,imrp,1,Head,Curved
mother,6.6,OneHanded,thumb,1,Head,BackAndForth
sleep,6.6,OneHanded,imrp,1,Head,Straight
book,6.677,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
eat_2,6.68,OneHanded,imrp,6,Head,BackAndForth
work,6.739,AsymmetricalSameHandshape,imrp,7,Hand,BackAndForth
me,6.76,OneHanded,i,1,Body,Straight
eat_1,6.84,OneHanded,imrp,6,Head,BackAndForth
you,6.889,OneHanded,i,1,Neutral,Straight
water,6.963,OneHanded,imr,1,Head,BackAndForth
