EntryID,SignFrequency(M),SignType,SelectedFingers,Flexion,MajorLocation,Movement
hammer,2.5,OneHanded,i,7,Neutral,BackAndForth
turkey,2.5,OneHanded,i,4,Head,Other
pepsi,2.5,OneHanded,p,1,Head,BackAndForth
museum,2.517,SymmetricalOrAlternating,imrp,4,Neutral,Curved
crocodile,2.519,SymmetricalOrAlternating,imrp,2,Neutral,BackAndForth
verb,2.522,OneHanded,im,1,Head,BackAndForth
strawberry,2.524,OneHanded,i,6,Head,BackAndForth
fraud,2.526,OneHanded,i,1,Body,BackAndForth
sneeze,2.533,OneHanded,im,7,Head,Straight
magic,2.538,SymmetricalOrAlternating,imrp,5,Neutral,None
priest,2.538,OneHanded,i,4,Body,BackAndForth
perfume,2.556,OneHanded,p,1,Body,Curved
papercutter,2.56,AsymmetricalSameHandshape,imrp,1,Hand,Circular
japan,2.565,SymmetricalOrAlternating,i,3,Neutral,BackAndForth
french,2.571,OneHanded,i,6,Neutral,None
faucet,2.577,SymmetricalOrAlternating,imrp,5,Neutral,BackAndForth
radio,2.581,OneHanded,imrp,5,Head,None
gorilla,2.593,SymmetricalOrAlternating,imrp,7,Body,BackAndForth
pillow,2.593,SymmetricalOrAlternating,imrp,1,Head,None
monkey,2.619,SymmetricalOrAlternating,imrp,5,Body,None
nephew,2.621,OneHanded,im,4,Head,None
guitar,2.63,AsymmetricalSameHandshape,imrp,2,Neutral,BackAndForth
preacher,2.63,OneHanded,i,6,Neutral,BackAndForth
rat,2.63,OneHanded,im,Crossed,Head,BackAndForth
giraffe,2.636,AsymmetricalSameHandshape,imrp,5,Body,Straight
fox,2.64,OneHanded,i,6,Head,None
freckles,2.667,SymmetricalOrAlternating,imrp,5,Head,BackAndForth
rooster,2.667,OneHanded,im,1,Head,BackAndForth
dentist,2.677,OneHanded,imrp,7,Head,BackAndForth
parade,2.68,SymmetricalOrAlternating,imrp,3,Neutral,BackAndForth
clown,2.68,OneHanded,imrp,5,Head,None
leaf,2.68,OneHanded,i,1,Neutral,Straight
glow,2.696,SymmetricalOrAlternating,m,3,Head,BackAndForth
whip,2.696,OneHanded,i,2,Neutral,BackAndForth
ear,2.704,OneHanded,i,6,Head,BackAndForth
pirate,2.72,OneHanded,imrp,1,Head,BackAndForth
rabbit,2.724,SymmetricalOrAlternating,im,1,Head,None
plunger,2.727,SymmetricalOrAlternating,imrp,7,Neutral,BackAndForth
owl,2.731,SymmetricalOrAlternating,imrp,6,Head,BackAndForth
frog,2.731,OneHanded,im,7,Head,BackAndForth
stamp,2.762,AsymmetricalSameHandshape,im,1,Head,Straight
mascara,2.769,OneHanded,i,1,Head,None
squirrel,2.8,AsymmetricalSameHandshape,im,2,Head,BackAndForth
skate,2.8,SymmetricalOrAlternating,i,2,Neutral,BackAndForth
mock,2.8,SymmetricalOrAlternating,ip,1,Neutral,Straight
penny,2.808,OneHanded,i,3,Head,Straight
recording,2.84,SymmetricalOrAlternating,m,3,Neutral,Circular
eagle,2.846,OneHanded,i,2,Head,BackAndForth
corkscrew,2.85,AsymmetricalSameHandshape,imrp,7,Hand,BackAndForth
balloon,2.852,SymmetricalOrAlternating,imrp,7,Head,Straight
shirt,2.867,OneHanded,i,6,Body,BackAndForth
gloves,2.885,AsymmetricalSameHandshape,imrp,1,Hand,BackAndForth
fly,2.885,SymmetricalOrAlternating,imrp,1,Neutral,None
cabinet,2.9,SymmetricalOrAlternating,imrp,5,Neutral,BackAndForth
fireman,2.913,OneHanded,imrp,1,Head,BackAndForth
desert,2.917,OneHanded,i,5,Head,Straight
flashlight,2.92,OneHanded,m,6,Head,None
italy,2.92,OneHanded,i,5,Neutral,BackAndForth
catholic,2.92,OneHanded,im,1,Head,Other
lobster,2.923,SymmetricalOrAlternating,imrp,5,Neutral,None
germany,2.926,SymmetricalOrAlternating,imrp,1,Neutral,None
whistle,2.926,OneHanded,im,2,Head,BackAndForth
channel,2.933,OneHanded,imrp,5,Neutral,None
boots,2.933,SymmetricalOrAlternating,imrp,1,Neutral,BackAndForth
knitting,2.958,SymmetricalOrAlternating,i,1,Neutral,None
crazy,2.962,OneHanded,i,1,Head,Circular
tear,2.967,OneHanded,i,1,Head,Straight
comb,3.0,OneHanded,imrp,5,Head,BackAndForth
wolf,3.0,OneHanded,imrp,3,Head,Curved
